Date,VZ,AT,TWX,HD,WMT,PG,XOM,CVX,C,BAC,PFE,JNJ,GE,UPS,DD,DOW,WY,SPG,MSFT,IBM,EXC,SO,NegLogReturn,VZ_R,AT_R,TWX_R,HD_R,WMT_R,PG_R,XOM_R,CVX_R,C_R,BAC_R,PFE_R,JNJ_R,GE_R,UPS_R,DD_R,DOW_R,WY_R,SPG_R,MSFT_R,IBM_R,EXC_R,SO_R
2021/12/31,51.959999,18.580059,,415.01001,144.690002,163.580002,61.189999,117.349998,60.389999,44.490002,59.049999,171.070007,94.470001,214.339996,,,41.18,159.770004,336.320007,133.660004,41.198288,68.580002,-0.000667302,0.002417161,0.003166203,,-0.005338273,-0.004586504,-0.002155835,-0.002848296,0.000295974,0.000287572,0.00039026,-0.004807033,0.003136604,0.001056045,-0.000892446,,,-0.002220368,0.000733278,0.003856764,0.000811553,-0.003093758,-0.001395433
2021/12/30,52.25,18.716011,,409.940002,143.169998,162.770004,60.790001,117.43,60.43,44.529999,58.400002,172.309998,94.699997,213.899994,,,40.970001,160.039993,339.320007,133.910004,40.905849,68.360001,-0.0005373,0.000913351,-0.002460594,,0.000952417,-0.001397591,0.003772334,0.002564325,0.001918873,0.00078983,0.000974211,-0.006141186,-0.001919747,0.000412563,0.001418957,,,-0.00308503,-0.003487447,0.003353156,-0.001819983,-0.0053335,-0.00184631
2021/12/29,52.360001,18.610271,,410.839996,142.710007,164.190002,61.150002,117.949997,60.540001,44.630001,57.580002,171.550003,94.790001,214.600006,,,40.68,158.759995,341.950012,133.350006,40.406563,68.07,-0.001215861,0.002975764,0.003161082,,-0.004911413,0.000212947,-0.003585625,0.003818288,0.002240249,0.000573501,0.000680636,0.003231175,-0.003048577,0.002330386,0.000161843,,,-0.008843639,-0.00271664,-0.000889963,-0.002351254,-0.008047036,-0.002174656
2021/12/28,52.720001,18.746223,,406.220001,142.779999,162.839996,61.689999,118.559998,60.619999,44.700001,58.009998,170.350006,95.300003,214.679993,,,39.860001,157.770004,341.25,132.630005,39.664764,67.730003,-0.001097301,-0.000329644,-0.000700487,,-0.002283204,-0.006188132,-0.002326498,0.001405712,0.000841703,0.000214895,-0.000583357,0.008818864,-0.001737098,-0.003109957,0.00086903,,,-0.002184595,0.001812966,0.001524526,-0.003319916,-0.006293089,-0.004965656
2021/12/27,52.68,18.716011,,404.089996,140.759995,161.970001,61.889999,118.790001,60.650002,44.639999,59.200001,169.669998,94.620003,215.110001,,,39.66,158.429993,342.450012,131.619995,39.094151,66.959999,-0.005065022,0,0.001574533,,-0.007611015,-0.003936153,-0.005043237,-0.006148272,-0.008789582,-0.0031622,-0.002145642,-0.003609641,-0.003649982,-0.002855104,-0.005935685,,,-0.011315603,-0.00821872,-0.009954447,-0.003278926,-0.00254299,-0.002732635
2021/12/23,52.68,18.783989,,397.070007,139.490005,160.100006,61.02,116.410004,60.209999,44.419998,58.709999,168.25,94,212.190002,,,38.639999,155.460007,334.690002,130.630005,38.865906,66.540001,-0.001323609,0.000741328,-0.001574533,,-0.001566874,0.000964091,-0.002121031,-0.000213556,-0.001045889,-0.004422375,-0.001370932,0.006169686,-0.000826803,-0.00431814,-0.007743848,,,0.002130306,0.000195486,-0.001937731,-0.002935577,-0.000957464,0.000717364
2021/12/22,52.77,18.716011,,395.640015,139.800003,159.320007,60.990002,116.129997,59.599998,44.279999,59.549999,167.929993,93.07,208.440002,,,38.830002,155.529999,333.200012,129.75,38.780315,66.650002,-0.002755484,8.23E-05,-0.00546731,,-0.005712536,-0.000559563,-0.004273433,-0.003503273,-0.002475245,-0.001606045,-0.000883611,-0.004397942,-0.001866005,-4.67E-05,-0.002800957,,,-0.004158144,-0.00297002,-0.00777226,-0.002618663,-0.003448394,-0.001697505
2021/12/21,52.779999,18.481873,,390.470001,139.619995,157.759995,60.5,115.470001,59.380001,44.189999,58.950001,167.210007,93.059998,207.100006,,,38.459999,154.470001,327.290009,128.970001,38.47361,66.389999,-0.004584992,0.002543348,-0.004998092,,-0.001191733,-0.001308392,0.000275217,-0.009727209,-0.006899722,-0.008120665,-0.010242556,0.014988387,0.001400264,-0.014617036,-0.009905251,,,-0.003742452,-0.023688876,-0.009904927,-0.006479859,-0.004369707,0.004749305
2021/12/20,53.09,18.270393,,389.399994,139.199997,157.860001,59.16,113.650002,58.279999,43.16,61.02,167.75,89.980003,202.429993,,,38.130001,146.270004,319.910004,127.059998,38.088444,67.120003,0.003235469,0.000653919,-0.007424002,,-0.001586589,-0.001406234,-0.001101835,0.006340171,-0.000191124,0.009289302,0.007185193,-0.011101243,0.001240906,0.007037692,0.008834427,,,0.016866818,0.013044414,0.005249007,0.001160591,0.00097487,-0.001815552
2021/12/17,53.169998,17.960726,,387.980011,138.75,157.460007,60.029999,113.599998,59.540001,43.880001,59.48,168.229996,91.449997,206.589996,,,39.639999,150.729996,323.799988,127.400002,38.174038,66.839996,0.006262427,-0.00344418,-0.001280343,,0.012740043,0.014134396,0.009952234,0.00958778,0.011469184,0.011019082,0.010945885,0.012735133,0.012167759,0.005098862,0.002891407,,,-0.000109552,0.002671375,0.001472875,-0.005040231,0.006763342,0.004588957
2021/12/16,52.75,17.907854,,399.529999,143.339996,161.110001,61.369999,116.639999,61.07,45,61.25,173.009995,92.529999,207.970001,,,39.630001,151.660004,324.899994,125.93,38.773182,67.550003,-0.002623212,-0.018501313,-0.029165837,,0.008908475,0.007300778,-0.006107939,-0.000708236,-0.004039982,-0.005942942,-0.010352471,-0.017728774,-0.004719668,-0.002117237,-0.004618628,,,-0.001756946,0.001086778,0.012841118,-0.009835869,0.002628475,-0.005174103
2021/12/15,50.549999,16.744713,,407.809998,145.770004,158.860001,61.27,115.559998,60.240002,43.939999,58.799999,171.139999,92.080002,205.770004,,,39.470001,152.039993,334.649994,123.110001,39.00856,66.75,-0.003050461,0.000858316,0.002344338,,-0.00601579,-0.002479903,-0.001670842,0.001909619,0.002473349,0.002874208,0.001873895,-0.024771435,-0.002162397,0.000141467,-0.004305754,,,-0.006429205,-0.003182289,-0.008267033,0.002286973,-0.006722215,-0.005104779
2021/12/14,50.650002,16.835346,,402.200012,144.940002,158.25,61.540001,116.220001,60.639999,44.130001,55.540001,170.289993,92.110001,203.740005,,,38.889999,150.929993,328.339996,123.760002,38.409416,65.970001,0.001045519,-0.003184206,0.002912834,,0.003270217,-0.004124541,-0.001594657,0.000634676,-0.0012724,-0.003307002,-0.005446691,-0.002666798,-0.00471812,0.004782802,0.005443962,,,0.012764578,0.00048893,0.014388042,-0.004160684,0.002332517,0.001380272
2021/12/13,50.279999,16.948641,,405.23999,143.570007,157.669998,61.630001,115.879997,60.18,43.580002,55.200001,168.449997,93.129997,206.309998,,,40.049999,151.100006,339.399994,122.580002,38.616261,66.18,0.001444578,-0.000778073,0.007673227,,0.01075419,-0.007752219,-0.006130379,0.009617291,0.009123075,0.003808042,0.00926791,-0.019469708,-0.007699239,0.017458211,0.005854529,,,-0.000325425,0.00377747,0.003999474,0.005317146,-0.001848927,-0.007279205
2021/12/10,50.189999,17.250755,,415.399994,141.029999,155.460007,63.009998,118.339996,60.709999,44.52,52.779999,165.490005,96.949997,209.110001,,,40.02,152.419998,342.540009,124.089996,38.452209,65.080002,-0.002509797,-0.000259659,0.001897322,,-0.004265546,-0.007861729,-0.006019853,-0.002765755,-0.000734587,0.010111016,-0.00029273,-0.005798385,0.001074601,0.003924262,-0.005370646,,,-0.002939951,-0.000513162,-0.012136664,-0.001823724,-0.006247755,-0.003416771
2021/12/9,50.16,17.326284,,411.339996,138.5,153.320007,62.610001,118.139999,62.139999,44.490002,52.080002,165.899994,97.830002,206.539993,,,39.75,152.240005,333.100006,123.57,37.902996,64.57,0.000119233,0.00284786,0.00433262,,-9.50E-05,-0.00425398,-0.002528401,-0.001111261,0.001138091,0.002230731,-0.003233361,-0.005707856,-0.004103098,0.001993081,-0.003843883,,,-0.002959989,0.014613867,0.002431274,-0.001937335,0.002363631,0.001208986
2021/12/8,50.490002,17.5,,411.25,137.149994,152.429993,62.450001,118.449997,62.459999,44.16,51.400002,164.339996,98.279999,204.720001,,,39.48,157.449997,334.970001,123.019997,38.109844,64.75,0.000321571,0.002572833,-0.001690234,,0.005175288,0.004410747,-0.00194173,-0.001253584,-0.001947591,0.003048686,0.005375595,0.002695389,-0.002597545,-0.003237856,0.001419018,,,-0.001432429,-0.003322631,-6.48E-05,-0.005113566,0.00396469,-0.001882096
2021/12/7,50.790001,17.432024,,416.179993,138.550003,151.75,62.27,117.919998,62.900002,44.709999,51.720001,163.360001,97.550003,205.389999,,,39.349998,156.25,334.920013,121.580002,38.459343,64.470001,-0.004185319,0.002387636,0.003747186,,-0.000501162,0.001408261,0.00114324,-0.004839167,-0.006381346,-0.00263169,-0.005473933,-0.002019986,-0.00111801,-0.006910808,-0.007098948,,,-0.009935446,-0.010265475,-0.011470454,-0.006006729,-0.003152617,0.00127805
2021/12/6,51.07,17.583082,,415.700012,139,152.149994,61.580002,116.199997,62.52,44.150002,51.48,162.940002,96.010002,202.059998,,,38.459999,152.600006,326.190002,119.910004,38.181171,64.660004,-0.003531317,0.002966198,0.003344991,,-0.008322168,-0.004680534,-0.006528241,-0.004893732,-0.006742116,0.001663952,-0.002763103,0.022921283,-0.009593881,-0.014908936,-0.002868068,,,-0.001470427,-0.009814831,-0.004254664,-0.003892789,-0.006457155,-0.012468654
2021/12/3,51.419998,17.719032,,407.809998,137.509995,149.880005,60.889999,114.410004,62.759998,43.869999,54.27,159.380005,92.769997,200.729996,,,38.330002,149.190002,323.01001,118.839996,37.617687,62.830002,0.000254287,-0.005867193,-0.007657012,,-4.26E-05,-0.006491132,-0.007658918,0.002772783,0.002762221,0.00720583,0.009981971,-0.009956298,-0.006285307,0.011366255,-0.001799495,,,0.002034654,0.007703679,0.008626244,-0.00714811,0.001479744,-0.005705356
2021/12/2,50.73,17.409367,,407.769989,135.470001,147.259995,61.279999,115.139999,63.810001,44.889999,53.040001,157.089996,95.230003,199.899994,,,38.509998,151.860001,329.48999,116.900002,37.746078,62.009998,-0.005243563,-0.008297222,-0.015731508,,-0.007899484,0.005321008,-0.002543722,-0.010690189,-0.011620617,-0.008869782,-0.01027905,0.013224982,0.002728404,-0.010290849,-0.0126754,,,-0.009923893,-0.012004096,0.000776968,7.43E-05,-0.005201204,-0.00613629
2021/12/1,49.77,16.79003,,400.420013,137.139999,146.399994,59.790001,112.099998,62.52,43.84,54.68,158.080002,93,194.149994,,,37.639999,147.720001,330.079987,116.919998,37.296719,61.139999,0.002909398,0.004341244,0.011566444,,0.000205994,0.01091385,-0.005432833,0.000363024,0.002972932,0.00812047,0.006196594,-0.007611665,-0.005947273,0.00919493,0.009338601,,,-0.000346258,0.014797716,0.000670514,0.000668088,0.003639148,-0.000284231
2021/11/30,50.27,17.243202,,400.609985,140.630005,144.580002,59.84,112.870003,63.700001,44.470001,53.73,155.929993,94.989998,198.369995,,,37.610001,152.839996,330.589996,117.099998,37.610558,61.099998,0.010221622,0.011845517,0.019710233,,0.006680533,0.006132905,0.013136344,0.012518619,0.007552455,0.0090411,0.010802453,-0.010885537,0.010511207,0.015317229,0.013514543,,,0.012968362,0.019720079,0.007863116,0.005161463,0.011701051,0.012056736
2021/11/29,51.66,18.043806,,406.820007,142.630005,149.020004,61.59,114.849998,65.040001,45.59,52.400002,159.75,98.400002,204.639999,,,38.75,159.940002,336.630005,118.5,38.637661,62.82,-0.00059278,0.00117535,0.005957996,,-0.00442066,0.00685747,-0.004540888,-0.002404111,-0.00128757,0.003060761,0.001616405,0.013062456,-0.001497812,-0.002478681,0.001398431,,,-0.003714369,0.001463808,-0.009060231,-0.009972296,-0.005973657,-0.005426136
2021/11/26,51.799999,18.293051,,402.700012,144.899994,147.470001,61.25,114.510002,65.5,45.759998,54,159.199997,97.839996,205.300003,,,38.419998,160.479996,329.679993,115.809998,38.109844,62.040001,0.006981092,-0.00117535,0.004459836,,0.010031495,0.004887799,0.003490457,0.015530825,0.010047139,0.011644676,0.017394594,-0.025761317,0.002827895,0.019061947,0.006654613,,,0.006284497,0.022542884,0.010708457,0.003436443,0.008691018,0.007357549
2021/11/24,51.66,18.481873,,412.109985,146.539993,148.660004,63.48,117.190002,67.279999,47.630001,50.889999,160.240005,102.230003,208.470001,,,38.98,169.029999,337.910004,116.730003,38.880173,63.099998,-0.000461796,0.000755952,0.005116689,,-0.003959312,-0.002168862,0.002272725,-0.002401122,-0.003310836,0.005069774,-0.001186981,0.001618463,0.001217906,-0.000637704,0.006902888,,,-0.004930113,0,-0.000295719,0.000223165,-0.001036971,-0.00061988
2021/11/23,51.75,18.700907,,408.369995,145.809998,149.440002,63.130001,116.300003,68.07,47.5,51.080002,160.690002,102.080002,211.809998,,,38.540001,169.029999,337.679993,116.790001,38.787449,63.009998,-0.002357872,-0.001765931,-0.001053728,,0.000446448,-0.003078735,-0.004792422,-0.011290083,-0.009017859,-0.006621739,-0.011300269,0.001019064,-0.002683948,-0.004447328,-0.001911053,,,0.003479279,-0.002680346,0.002756369,-0.001191583,-0.003367307,0.000757517
2021/11/22,51.540001,18.655588,,408.790009,144.779999,147.800003,61.509998,113.910004,67.040001,46.279999,51.200001,159.699997,101.040001,210.880005,,,38.849998,167.990005,339.829987,116.470001,38.487873,63.119999,-0.003000791,-0.005768058,-0.01013957,,-0.000106259,-0.007229082,-0.002889202,-0.005971732,-0.007692956,-0.004558571,-0.008337469,-0.003406266,0.008589513,-0.004667099,-0.004991835,,,-0.009150481,-0.003243633,0.004171658,-0.001568923,-0.002826107,-0.003107302
2021/11/19,50.860001,18.225077,,408.690002,142.389999,146.820007,60.669998,111.910004,66.339996,45.400002,50.799999,162.889999,99.959999,208.470001,,,38.040001,166.740005,343.109985,116.050003,38.238232,62.669998,0.002624534,0.003232774,0.00465444,,-0.003028457,0.002342215,0.000886461,0.020551422,0.009746874,0.005011804,0.008712679,0.0051839,-0.001308412,0.003073817,-0.002088259,,,-0.001143205,0.006822331,-0.002335258,0.002276831,-0.000567467,-0.007267506
2021/11/18,51.240002,18.42145,,405.850006,143.160004,147.119995,63.610001,114.449997,67.110001,46.32,51.41,162.399994,100.669998,207.470001,,,37.939999,169.380005,341.269989,116.660004,38.188301,61.630001,5.43E-05,0.00413334,0.004781284,,-0.011933408,-0.003716895,-5.90E-05,0.004753094,0.003665277,-0.001685847,0.00177777,-0.004585875,0.00234698,0.005657523,0.000794732,,,0.006588963,-0.004873246,-0.002744701,0.005180785,0.000324335,0.003788679
2021/11/17,51.73,18.625378,,394.850006,141.940002,147.100006,64.309998,115.419998,66.849998,46.509998,50.869999,163.279999,101.989998,207.850006,,,38.52,167.490005,339.119995,118.059998,38.216831,62.169998,0.002086576,0.002761694,0,,-0.002780645,0.003747212,0.000265621,0.004768449,0.006942891,0.005743781,0.005290152,-0.01098007,-0.001625528,0.005752889,0.008319415,,,-0.001807669,-0.006847271,0.000499186,0.001468953,0.005397048,-0.001189164
2021/11/16,52.060001,18.625378,,392.329987,143.169998,147.190002,65.019997,117.279999,67.739998,47.080002,49.599998,162.669998,103.349998,211.869995,,,38.360001,164.869995,339.51001,118.459999,38.694721,62,-0.000500652,0.002827131,0.002458581,,-0.024183971,0.011199352,0.000619155,-0.004363416,-0.001706752,0.006364336,-0.000276854,0.000437611,0.002263428,0.013731814,-0.00071801,,,-0.010890902,0.00372449,-0.004422828,0.001500549,0.004143002,0.001398702
2021/11/15,52.400002,18.731117,,371.079987,146.910004,147.399994,64.370003,116.82,68.739998,47.049999,49.650002,163.520004,106.669998,211.520004,,,37.41,166.289993,336.070007,118.870003,39.06562,62.200001,-0.000762023,-0.000497585,0.00244481,,0.00181029,0.002505497,-0.002482015,-0.00372673,-0.009737014,0.002645495,-0.001294186,0.000699189,0.003939362,0.003729604,0.003415388,,,-0.005608401,-0.0039089,0.000839159,0.000328678,-0.002943833,-0.002169916
2021/11/12,52.34,18.836859,,372.630005,147.759995,146.559998,63.82,114.230003,69.160004,46.91,49.73,165.009995,107.589996,213.190002,,,36.93,164.800003,336.720001,118.959999,38.801712,61.889999,0.000309039,0.000911783,-0.000348417,,-0.005866872,0.002169586,-0.000474391,0.003321696,-0.000266213,-0.001824908,0.005336755,0.003912198,-0.005162818,-0.002388114,0.000203646,,,-0.001413478,0.001683311,-0.005568714,0.004756348,0.002388449,0.008064608
2021/11/11,52.450001,18.821753,,367.630005,148.5,146.399994,64.309998,114.160004,68.870003,47.490002,50.18,163.059998,107,213.289993,,,36.810001,165.440002,332.429993,120.269997,39.015694,63.049999,-0.000465164,0.001240227,0.000522521,,0.0011208,-0.000175502,0.001244182,-0.000811107,-3.81E-05,-0.004182059,-0.002384242,-0.01015735,0.003210835,0.007883313,-0.003372729,,,0.000942814,-0.003876127,-0.002134715,-0.000180573,-0.001989457,0.005543837
2021/11/10,52.599998,18.844412,,368.579987,148.440002,146.820007,64.190002,114.150002,68.209999,47.23,49.02,164.270004,108.959999,211.639999,,,36.889999,163.970001,330.799988,120.220001,38.837376,63.860001,0.001278663,-0.002982543,-0.004197854,,0.002432247,0.003931849,-0.004250707,0.014438995,0.006982066,-0.001403015,-0.003230333,-0.015512175,-0.004678191,0.009189056,-0.003461172,,,0.007701286,0.009224496,0.006709176,0.00226992,-0.002880891,-0.003482315
2021/11/9,52.240002,18.663141,,370.649994,149.789993,145.389999,66.360001,116,67.989998,46.880001,47.299999,162.509995,111.290001,209.960007,,,37.549999,167.490005,335.950012,120.849998,38.580601,63.349998,-0.000295093,0.000747566,0.002977636,,-0.002420454,-0.001510256,-0.001316323,-0.004208823,-0.003194039,0.002928405,0.004240641,0.009355682,0.000961006,-0.011346751,-0.001367344,,,0.002076875,-0.000259389,0.00134234,0.013062217,-0.007858952,-0.005033549
2021/11/8,52.330002,18.79154,,368.589996,149.270004,144.949997,65.720001,115.150002,68.449997,47.34,48.330002,162.869995,108.419998,209.300003,,,37.73,167.389999,336.98999,124.540001,37.888729,62.619999,0.001111117,-0.000747566,0.003823388,,-0.000223929,0.002784111,0.003253593,-0.004650616,-0.001549112,-0.009363469,-0.003407684,0.002508817,0.001490679,0.001279926,-0.00224679,,,0.006852037,0.007994877,-0.00120018,-0.003255255,0.008260184,0.003316289
2021/11/5,52.240002,18.957705,,368.399994,150.229996,146.039993,65.019997,114.739998,66.989998,46.970001,48.610001,163.429993,108.739998,208.220001,,,38.330002,170.5,336.059998,123.610001,38.616261,63.099998,-0.004264897,-0.003254441,-0.005222084,,0.004433409,0.003024857,-0.002146393,-0.004093619,-0.004680707,6.48E-05,0.003315953,-0.044756052,0.003098085,-0.014332304,0.005183315,,,-0.002158165,-0.012375648,0.000490806,-0.009806962,-0.000240706,-0.004149328
2021/11/4,51.849998,18.731117,,372.179993,151.279999,145.320007,64.410004,113.510002,67,47.330002,43.849998,164.600006,105.209999,210.720001,,,38.139999,165.710007,336.440002,120.849998,38.594864,62.5,0.001740479,0.009035185,0.006604067,,-0.003761966,-0.003169433,-0.000807668,-0.003248622,-0.001917249,0.012774288,0.009439556,0.009502274,0.001211989,0.003125922,0.004143405,,,0.001477785,0.001386808,-0.00316116,0.002469726,-0.000481847,0.00034729
2021/11/3,52.939999,19.018127,,368.970001,150.179993,145.050003,63.93,113.010002,69,48.369999,44.82,165.059998,105.970001,212.740005,,,38.27,166.240005,334,121.5392,38.552067,62.549999,-0.003155369,-0.003045952,0.000861517,,-0.001981943,-0.001332258,-0.002974338,0.006004322,0.003139861,-0.002524988,-0.004421928,0.006062045,0.00139226,0.002940785,-0.007412064,,,-0.024750137,-0.01936572,-0.001132715,-0.003257539,-0.002498017,-0.000416769
2021/11/2,52.57,19.055891,,367.290009,149.720001,144.059998,64.82,113.830002,68.599998,47.880001,45.450001,165.589996,106.690002,209.139999,,,36.150002,158.990005,333.130005,120.630974,38.330956,62.490002,-0.001303062,0.003127996,0.002403213,,-0.000958823,0.000202979,-0.004302077,0.005393358,0.002662513,0.006347537,-0.000272227,-0.017649165,-0.006793196,-0.00187653,0.003639466,,,0.009858581,-0.027135515,-0.004929718,0.000344056,0.001210521,-6.95E-05
2021/11/1,52.950001,19.161631,,366.480011,149.789993,142.639999,65.629997,114.529999,69.610001,47.849998,43.639999,163.020004,106.230003,210.899994,,,36.98,149.360001,329.369995,120.726578,38.437946,62.48,-0.001781091,0.000327963,-0.001887108,,0.006188991,-0.001074074,0.001064354,-0.007744707,-0.000151709,-0.00281663,-0.000635788,0.000994067,-0.000373125,-0.005595913,0.005260285,,,-0.015055444,-0.008159585,0.002956675,-0.004077256,-0.005678185,-0.001113576
2021/10/29,52.990002,19.07855,,371.73999,149.419998,142.990005,64.470001,114.489998,69.160004,47.779999,43.740002,162.880005,104.870003,213.470001,,,35.720001,146.580002,331.619995,119.598473,37.93866,62.32,-0.001503356,-0.001560022,0.004957553,,-0.000198632,-0.002828533,-0.000942602,-0.001079181,-0.00522814,0.010668681,0,-0.005596161,-8.00E-05,0.001612094,0.00087392,,,0.008189945,0.001596978,-0.009626798,0.002561375,-0.003607545,0.002917084
2021/10/28,52.799999,19.297583,,371.570007,148.449997,142.679993,64.309998,113.120003,70.879997,47.779999,43.18,162.850006,105.260002,213.899994,,,36.400002,147.119995,324.350006,120.305923,37.624821,62.740002,-0.001591377,-0.001400536,-0.008409846,,0.000875723,-0.002699854,-0.00259497,-0.001217276,-0.004050036,-0.003506605,-0.006778814,-0.002117274,0.00236702,-0.005856881,-0.003444913,,,-0.008311569,-0.009520397,-0.001582855,-0.002318449,-0.006386172,-0.000692786
2021/10/27,52.630001,18.927492,,372.320007,147.529999,141.830002,64.129997,112.07,70.309998,47.040001,42.970001,163.740005,103.849998,212.210007,,,35.709999,143.929993,323.170013,119.66539,37.075607,62.639999,0.004808452,0.003697552,0.005339401,,-0.003654668,0.003576635,0.003112154,0.011428576,0.007796265,0.002095093,0.008411843,0.005922517,0.005298738,0.014759515,0.011830078,,,0.012585641,0.007300754,-0.017915306,0.006747813,0.000334065,0.004414722
2021/10/26,53.080002,19.161631,,369.200012,148.75,142.850006,65.839996,114.099998,70.650002,47.959999,43.560001,165.75,107.440002,218.070007,,,36.759998,146.369995,310.109985,121.5392,37.104137,63.279999,-0.002618946,-0.004110332,0.004597565,,0.002416466,0.003807962,-0.006123393,-0.009941258,-0.000952609,0.001105076,-0.004094153,-0.004107061,-0.004397884,-0.008737624,-0.029178725,,,0.011311326,0.001362747,-0.002781759,0.00173875,-0.003604823,-0.003237663
2021/10/25,52.580002,19.365559,,371.26001,150.059998,140.850006,64.349998,113.849998,70.830002,47.509998,43.150002,164.080002,105.300003,203.899994,,,37.73,146.830002,308.130005,122.026772,36.797432,62.810001,-0.00180702,0.002881296,-0.002548184,,-0.006208965,-0.005006673,-6.17E-05,-0.008381554,-0.004023916,0.003298461,0.000548139,0.000100616,-0.000953914,-0.005186286,-0.000191728,,,-0.006844917,-0.005027689,0.001449313,0.000815805,-0.002363517,0.000966941
2021/10/22,52.93,19.252266,,365.98999,148.339996,140.830002,63.119999,112.800003,71.370003,47.57,43.16,163.720001,104.050003,203.809998,,,37.139999,145.139999,309.160004,122.25621,36.597717,62.950001,-0.003474938,0.003758019,0.004576035,,-0.001628727,-0.00450263,-0.004650542,-0.00296872,-0.004100452,-0.005264988,-0.006808975,-0.003029259,-0.000849702,-0.003772856,-0.009413215,,,-0.004112088,-0.003545257,0.002241823,0.00152558,-0.002036157,0.008268641
2021/10/21,53.389999,19.456194,,364.619995,146.809998,139.330002,62.689999,111.739998,70.510002,46.830002,42.860001,163.399994,103.150002,199.440002,,,36.790001,143.960007,310.76001,122.686424,36.426533,64.160004,0.003512283,0.001785903,0.002521553,,-0.007678514,-0.002402777,0.005820831,0.007962625,0.005484295,0.007994674,0.002404514,-0.000608418,0.001008828,0.011836625,-0.009176735,,,0.006095461,0.003006342,-0.00470713,0.043654194,0.001188914,-0.003056784
2021/10/20,53.610001,19.569487,,358.230011,146,141.210007,63.849998,113.160004,71.82,47.09,42.799999,163.779999,106,195.270004,,,37.310001,144.960007,307.410004,135.659653,36.52639,63.709999,-0.004067835,-0.010329146,-0.00539713,,-0.000291083,-0.003914333,-0.001694849,-0.002387163,-0.005639793,-0.000362959,-0.005662571,-0.007264833,0.000238576,-0.005234749,-0.003304188,,,-0.006331631,-0.006398372,0.001156925,0.000244809,-0.007614151,-0.005073898
2021/10/19,52.349998,19.327795,,357.98999,144.690002,140.660004,63.5,111.699997,71.760002,46.48,42.09,163.869995,104.730003,193.789993,,,36.77,142.839996,308.230011,135.736145,35.891582,62.970001,-0.002827672,-0.003665641,-0.004435105,,-0.003630284,-0.009129996,0.005156324,-0.006476978,-0.008401146,-0.000908762,-0.001872778,-0.008018613,-0.010053873,-0.002536944,-0.000897336,,,0.002355832,0.00510817,-0.001326482,0.001038748,-0.003727083,-0.003601251
2021/10/18,51.91,19.13142,,355.01001,141.679993,142.339996,62.560001,109.559998,71.610001,46.279999,41.32,160.119995,104.120003,193.389999,,,36.970001,144.529999,307.290009,136.061188,35.584881,62.450001,0.000652422,0.003001471,0.006297907,,-0.005664102,-0.003477668,0.006300385,0.000208205,0.000198166,0.004104551,0.000843746,0.001783143,0.003188808,0.00120794,0.0008077,,,0.003160233,-0.013148034,-0.004374967,0.006932367,-0.000696995,0.004703347
2021/10/15,52.27,19.410875,,350.410004,140.550003,144.419998,62.59,109.610001,72.290001,46.369999,41.490002,161.300003,104.410004,193.75,,,37.240002,140.220001,304.209991,138.250473,35.527817,63.130001,-0.003118548,-0.002917833,-0.001353999,,-0.007954949,-0.0021063,-0.001114063,-0.004113262,-0.003181379,-0.009044955,-0.012349528,0.001880024,-0.003215915,-0.007002559,-0.005254404,,,0.003600234,-0.002765323,-0.002089321,-0.003679424,0.002781158,0.000893378
2021/10/14,51.919998,19.350452,,344.049988,139.869995,144.050003,62,108.809998,70.800003,45.07,41.669998,160.110001,102.739998,191.419998,,,37.549999,139.330002,302.75,137.084137,35.756062,63.259998,-0.006210261,-0.004794236,-0.005458585,,-0.007345226,-0.004682634,-0.004881301,-0.00656377,-0.004090326,-0.003325118,-0.019007427,-0.002613406,-0.002475405,-0.001609271,-0.017027894,,,-0.001738304,-0.00684885,-0.009337846,-0.008039615,-0.009193137,-0.005179689
2021/10/13,51.349998,19.108761,,338.279999,138.369995,142.440002,61.07,107.790001,70.260002,43.139999,41.419998,159.199997,102.360001,184.059998,,,37.400002,137.149994,296.309998,134.569794,35.007133,62.509998,-0.001126864,-0.00016915,0.002225855,,-0.000616691,0.003158551,-0.001007329,0.001207276,-0.002586292,0.002342527,0.004008304,0.004485368,-0.004138897,0.001524733,-0.004911876,,,0.000348202,-0.007602552,-0.005056582,-0.000895693,-0.007047339,-0.002857899
2021/10/12,51.330002,19.206949,,337.799988,139.380005,142.110001,61.240002,107.150002,70.639999,43.540001,41.849998,157.690002,102.720001,181.990005,,,37.43,134.770004,292.880005,134.292542,34.443653,62.099998,0.001173937,0.007132794,0.010127825,,-0.001068391,0.000467115,0.000641314,0.002263422,-8.11E-05,0.006347312,0.002387313,0.002173837,0.00699388,0.005712277,-0.000597001,,,-0.001977,-0.006984234,0.001997245,0.006017905,-0.006524078,-0.001260653
2021/10/11,52.18,19.660122,,336.970001,139.529999,142.320007,61.560001,107.129997,71.68,43.779999,42.060001,160.25,104.080002,181.740005,,,37.259998,132.619995,294.230011,136.166351,33.930099,61.919998,0.002013655,0.008733988,0.012174151,,-0.003402906,0.000404459,-0.001804182,0.004352099,0.003713691,0.004040527,0.005519941,0.004008426,0.001838954,0.002662346,0.004161877,,,-0.011815051,-0.00177194,0.000914173,0.002402166,0.007063314,0.004465813
